date,stateCode,totalTokens,dataDay
2014-05-17,WV,36800,223
2014-05-17,WY,3789,223
2014-05-18,AL,288416,224
2014-05-18,AR,51918,224
2014-05-18,AZ,407404,224
2014-05-18,CA,2695144,224
2014-05-18,CO,211554,224
2014-05-18,CT,248042,224
2014-05-18,DE,14263,224
2014-05-18,FL,1316210,224
2014-05-18,GA,707081,224
2014-05-18,IA,103920,224
2014-05-18,ID,47499,224
2014-05-18,IL,112211,224
2014-05-18,IN,288407,224
2014-05-18,KS,91252,224
2014-05-18,KY,65794,224
2014-05-18,LA,375435,224
2014-05-18,MA,72984,224
2014-05-18,MD,252945,224
2014-05-18,ME,41797,224
2014-05-18,MI,745784,224
2014-05-18,MN,27177,224
2014-05-18,MO,45185,224
2014-05-18,MS,62700,224
2014-05-18,MT,12993,224
2014-05-18,NC,388612,224
2014-05-18,ND,3684,224
2014-05-18,NE,19999,224
2014-05-18,NH,18789,224
2014-05-18,NJ,76591,224
2014-05-18,NM,75706,224
2014-05-18,NV,252145,224
2014-05-18,NY,390902,224
2014-05-18,OH,711017,224
2014-05-18,OK,186026,224
2014-05-18,OR,74932,224
2014-05-18,PA,419514,224
2014-05-18,SC,235960,224
2014-05-18,SD,19550,224
2014-05-18,TN,237898,224
2014-05-18,TX,2226161,224
2014-05-18,UT,134861,224
2014-05-18,VA,167097,224
2014-05-18,VT,10642,224
2014-05-18,WA,354629,224
2014-05-18,WI,207822,224
2014-05-18,WV,46826,224
2014-05-18,WY,5261,224
2014-05-19,AL,308988,225
2014-05-19,AR,56072,225
2014-05-19,AZ,416879,225
2014-05-19,CA,2831928,225
2014-05-19,CO,222529,225
2014-05-19,CT,237757,225
2014-05-19,DE,14524,225
2014-05-19,FL,1261574,225
2014-05-19,GA,677260,225
2014-05-19,IA,113887,225
2014-05-19,ID,48056,225
2014-05-19,IL,109976,225
2014-05-19,IN,260965,225
2014-05-19,KS,89730,225
2014-05-19,KY,64601,225
2014-05-19,LA,400348,225
2014-05-19,MA,71405,225
2014-05-19,MD,254101,225
2014-05-19,ME,39918,225
2014-05-19,MI,699050,225
2014-05-19,MN,29189,225
2014-05-19,MO,41397,225
2014-05-19,MS,67343,225
2014-05-19,MT,7953,225
2014-05-19,NC,369967,225
2014-05-19,ND,4209,225
2014-05-19,NE,25453,225
2014-05-19,NH,18924,225
2014-05-19,NJ,71269,225
2014-05-19,NM,76944,225
2014-05-19,NV,250782,225
2014-05-19,NY,359445,225
2014-05-19,OH,679247,225
2014-05-19,OK,200049,225
2014-05-19,OR,89778,225
2014-05-19,PA,390858,225
2014-05-19,SC,227730,225
2014-05-19,SD,19863,225
2014-05-19,TN,233638,225
2014-05-19,TX,2292794,225
2014-05-19,UT,147360,225
2014-05-19,VA,165763,225
2014-05-19,VT,10616,225
2014-05-19,WA,381611,225
2014-05-19,WI,201486,225
2014-05-19,WV,41700,225
2014-05-19,WY,3820,225
2014-05-20,AL,302220,226
2014-05-20,AR,55743,226
2014-05-20,AZ,431800,226
2014-05-20,CA,2898478,226
2014-05-20,CO,234542,226
2014-05-20,CT,235658,226
2014-05-20,DE,12007,226
2014-05-20,FL,1316741,226
2014-05-20,GA,673872,226
2014-05-20,IA,129111,226
2014-05-20,ID,46154,226
2014-05-20,IL,120564,226
2014-05-20,IN,288691,226
2014-05-20,KS,90606,226
2014-05-20,KY,70021,226
2014-05-20,LA,406995,226
2014-05-20,MA,71335,226
2014-05-20,MD,257607,226
2014-05-20,ME,45178,226
2014-05-20,MI,729425,226
2014-05-20,MN,27078,226
2014-05-20,MO,44107,226
2014-05-20,MS,66879,226
2014-05-20,MT,8673,226
2014-05-20,NC,379887,226
2014-05-20,ND,4019,226
2014-05-20,NE,27293,226
2014-05-20,NH,18197,226
2014-05-20,NJ,69094,226
2014-05-20,NM,73482,226
2014-05-20,NV,253697,226
2014-05-20,NY,377688,226
2014-05-20,OH,740566,226
2014-05-20,OK,199158,226
2014-05-20,OR,85473,226
2014-05-20,PA,424416,226
2014-05-20,SC,224763,226
2014-05-20,SD,21482,226
2014-05-20,TN,255740,226
2014-05-20,TX,2291066,226
2014-05-20,UT,146088,226
2014-05-20,VA,162470,226
2014-05-20,VT,10448,226
2014-05-20,WA,383087,226
2014-05-20,WI,204423,226
2014-05-20,WV,41921,226
2014-05-20,WY,4363,226
2014-05-21,AL,300032,227
2014-05-21,AR,52608,227
2014-05-21,AZ,429609,227
2014-05-21,CA,2831957,227
2014-05-21,CO,254134,227
2014-05-21,CT,246315,227
2014-05-21,DE,13653,227
2014-05-21,FL,1289777,227
2014-05-21,GA,674599,227
2014-05-21,IA,117298,227
2014-05-21,ID,47383,227
2014-05-21,IL,127533,227
2014-05-21,IN,274253,227
2014-05-21,KS,91264,227
2014-05-21,KY,68789,227
2014-05-21,LA,413591,227
2014-05-21,MA,72337,227
2014-05-21,MD,262506,227
2014-05-21,ME,44039,227
2014-05-21,MI,749263,227
2014-05-21,MN,27229,227
2014-05-21,MO,43884,227
2014-05-21,MS,70626,227
2014-05-21,MT,8350,227
2014-05-21,NC,377525,227
2014-05-21,ND,3601,227
2014-05-21,NE,24668,227
2014-05-21,NH,18305,227
2014-05-21,NJ,72624,227
2014-05-21,NM,80242,227
2014-05-21,NV,246865,227
2014-05-21,NY,366812,227
2014-05-21,OH,743016,227
2014-05-21,OK,209466,227
2014-05-21,OR,85113,227
2014-05-21,PA,421742,227
2014-05-21,SC,237321,227
2014-05-21,SD,23190,227
2014-05-21,TN,245550,227
2014-05-21,TX,2294599,227
2014-05-21,UT,148909,227
2014-05-21,VA,167804,227
2014-05-21,VT,10703,227
2014-05-21,WA,383246,227
2014-05-21,WI,198690,227
2014-05-21,WV,45454,227
2014-05-21,WY,4174,227
2014-05-22,AL,279537,228
2014-05-22,AR,54619,228
2014-05-22,AZ,421834,228
2014-05-22,CA,2914314,228
2014-05-22,CO,242631,228
2014-05-22,CT,243804,228
2014-05-22,DE,12544,228
2014-05-22,FL,1267662,228
2014-05-22,GA,669720,228
2014-05-22,IA,118795,228
2014-05-22,ID,44313,228
2014-05-22,IL,113335,228
2014-05-22,IN,255599,228
2014-05-22,KS,90962,228
2014-05-22,KY,68870,228
2014-05-22,LA,403525,228
2014-05-22,MA,72355,228
2014-05-22,MD,259863,228
2014-05-22,ME,39437,228
2014-05-22,MI,691280,228
2014-05-22,MN,26865,228
2014-05-22,MO,40848,228
2014-05-22,MS,66821,228
2014-05-22,MT,8482,228
2014-05-22,NC,374375,228
2014-05-22,ND,3885,228
2014-05-22,NE,24722,228
2014-05-22,NH,19978,228
2014-05-22,NJ,77203,228
2014-05-22,NM,81732,228
2014-05-22,NV,245136,228
2014-05-22,NY,370950,228
2014-05-22,OH,693217,228
2014-05-22,OK,193221,228
2014-05-22,OR,77270,228
2014-05-22,PA,411582,228
2014-05-22,SC,232325,228
2014-05-22,SD,21711,228
2014-05-22,TN,246168,228
2014-05-22,TX,2247248,228
2014-05-22,UT,139288,228
2014-05-22,VA,171289,228
2014-05-22,VT,10057,228
2014-05-22,WA,369411,228
2014-05-22,WI,198239,228
2014-05-22,WV,42534,228
2014-05-22,WY,4715,228
2014-05-23,AL,257199,229
2014-05-23,AR,53032,229
2014-05-23,AZ,389555,229
2014-05-23,CA,2742397,229
2014-05-23,CO,232682,229
2014-05-23,CT,224508,229
2014-05-23,DE,11835,229
2014-05-23,FL,1216104,229
2014-05-23,GA,637710,229
2014-05-23,IA,106560,229
2014-05-23,ID,37952,229
2014-05-23,IL,105920,229
2014-05-23,IN,232407,229
2014-05-23,KS,84327,229
2014-05-23,KY,65734,229
2014-05-23,LA,385736,229
2014-05-23,MA,67408,229
2014-05-23,MD,228683,229
2014-05-23,ME,41738,229
2014-05-23,MI,619289,229
2014-05-23,MN,24867,229
2014-05-23,MO,39415,229
2014-05-23,MS,61478,229
2014-05-23,MT,7170,229
2014-05-23,NC,354772,229
2014-05-23,ND,4476,229
2014-05-23,NE,23418,229
2014-05-23,NH,18017,229
2014-05-23,NJ,71729,229
2014-05-23,NM,79182,229
2014-05-23,NV,251870,229
2014-05-23,NY,340060,229
2014-05-23,OH,600935,229
2014-05-23,OK,175149,229
2014-05-23,OR,79576,229
2014-05-23,PA,369801,229
2014-05-23,SC,204647,229
2014-05-23,SD,21182,229
2014-05-23,TN,231494,229
2014-05-23,TX,2060899,229
2014-05-23,UT,129069,229
2014-05-23,VA,148684,229
2014-05-23,VT,10008,229
2014-05-23,WA,365237,229
2014-05-23,WI,179949,229
2014-05-23,WV,44867,229
2014-05-23,WY,5141,229
2014-05-24,AL,235133,230
2014-05-24,AR,47766,230
2014-05-24,AZ,379503,230
2014-05-24,CA,2745524,230
2014-05-24,CO,219085,230
2014-05-24,CT,225134,230
2014-05-24,DE,9220,230
2014-05-24,FL,1217741,230
2014-05-24,GA,612570,230
2014-05-24,IA,90632,230
2014-05-24,ID,34869,230
2014-05-24,IL,107955,230
2014-05-24,IN,246709,230
2014-05-24,KS,79426,230
2014-05-24,KY,58951,230
2014-05-24,LA,355954,230
2014-05-24,MA,71680,230
2014-05-24,MD,223400,230
2014-05-24,ME,43378,230
2014-05-24,MI,612576,230
2014-05-24,MN,24008,230
2014-05-24,MO,36330,230
2014-05-24,MS,58117,230
2014-05-24,MT,7124,230
2014-05-24,NC,323433,230
2014-05-24,ND,3751,230
2014-05-24,NE,22507,230
2014-05-24,NH,15561,230
2014-05-24,NJ,77376,230
2014-05-24,NM,71853,230
2014-05-24,NV,266088,230
2014-05-24,NY,325705,230
2014-05-24,OH,565457,230
2014-05-24,OK,164572,230
2014-05-24,OR,69588,230
2014-05-24,PA,364776,230
2014-05-24,SC,191118,230
2014-05-24,SD,16033,230
2014-05-24,TN,210052,230
2014-05-24,TX,1960103,230
2014-05-24,UT,110409,230
2014-05-24,VA,144707,230
2014-05-24,VT,10932,230
2014-05-24,WA,330070,230
2014-05-24,WI,174213,230
2014-05-24,WV,34279,230
2014-05-24,WY,3580,230
2014-05-25,AL,244124,231
2014-05-25,AR,50023,231
2014-05-25,AZ,391595,231
2014-05-25,CA,2678299,231
2014-05-25,CO,220272,231
2014-05-25,CT,222007,231
2014-05-25,DE,11991,231
2014-05-25,FL,1270616,231
2014-05-25,GA,612246,231
2014-05-25,IA,97611,231
2014-05-25,ID,36650,231
2014-05-25,IL,109348,231
2014-05-25,IN,255083,231
2014-05-25,KS,82252,231
2014-05-25,KY,55558,231
2014-05-25,LA,386655,231
2014-05-25,MA,74199,231
2014-05-25,MD,234577,231
2014-05-25,ME,45582,231
2014-05-25,MI,629780,231
2014-05-25,MN,21225,231
2014-05-25,MO,36034,231
2014-05-25,MS,52362,231
2014-05-25,MT,8147,231
2014-05-25,NC,340648,231
2014-05-25,ND,3124,231
2014-05-25,NE,22264,231
2014-05-25,NH,17316,231
2014-05-25,NJ,75641,231
2014-05-25,NM,69989,231
2014-05-25,NV,278042,231
2014-05-25,NY,328819,231
2014-05-25,OH,583149,231
2014-05-25,OK,186150,231
2014-05-25,OR,70179,231
2014-05-25,PA,364945,231
2014-05-25,SC,219726,231
2014-05-25,SD,17280,231
2014-05-25,TN,203647,231
2014-05-25,TX,2072933,231
2014-05-25,UT,118278,231
2014-05-25,VA,153453,231
2014-05-25,VT,10858,231
2014-05-25,WA,330347,231
2014-05-25,WI,182186,231
2014-05-25,WV,35575,231
2014-05-25,WY,3877,231
2014-05-26,AL,278566,232
2014-05-26,AR,65383,232
2014-05-26,AZ,429025,232
2014-05-26,CA,2901756,232
2014-05-26,CO,232141,232
2014-05-26,CT,260640,232
2014-05-26,DE,13597,232
2014-05-26,FL,1395928,232
2014-05-26,GA,697060,232
2014-05-26,IA,105893,232
2014-05-26,ID,38131,232
2014-05-26,IL,132742,232
2014-05-26,IN,299251,232
2014-05-26,KS,87215,232
2014-05-26,KY,67578,232
2014-05-26,LA,414716,232
2014-05-26,MA,79547,232
2014-05-26,MD,257078,232
2014-05-26,ME,51209,232
2014-05-26,MI,772737,232
2014-05-26,MN,27459,232
2014-05-26,MO,40702,232
2014-05-26,MS,65204,232
2014-05-26,MT,9354,232
2014-05-26,NC,409173,232
2014-05-26,ND,2671,232
2014-05-26,NE,22333,232
2014-05-26,NH,19375,232
2014-05-26,NJ,84475,232
2014-05-26,NM,70855,232
2014-05-26,NV,284334,232
2014-05-26,NY,377767,232
2014-05-26,OH,706488,232
2014-05-26,OK,205951,232
2014-05-26,OR,75107,232
2014-05-26,PA,407544,232
2014-05-26,SC,246768,232
2014-05-26,SD,19096,232
2014-05-26,TN,221003,232
2014-05-26,TX,2454373,232
2014-05-26,UT,128781,232
2014-05-26,VA,180880,232
2014-05-26,VT,9578,232
2014-05-26,WA,351018,232
2014-05-26,WI,215894,232
2014-05-26,WV,40346,232
2014-05-26,WY,3755,232
2014-05-27,AL,316080,233
2014-05-27,AR,63214,233
2014-05-27,AZ,465544,233
2014-05-27,CA,3147795,233
2014-05-27,CO,251801,233
2014-05-27,CT,280064,233
2014-05-27,DE,16361,233
2014-05-27,FL,1436396,233
2014-05-27,GA,703846,233
2014-05-27,IA,119795,233
2014-05-27,ID,45311,233
2014-05-27,IL,131920,233
2014-05-27,IN,288575,233
2014-05-27,KS,93597,233
2014-05-27,KY,71209,233
2014-05-27,LA,441727,233
2014-05-27,MA,72479,233
2014-05-27,MD,273766,233
2014-05-27,ME,58223,233
2014-05-27,MI,831252,233
2014-05-27,MN,26593,233
2014-05-27,MO,46173,233
2014-05-27,MS,73022,233
2014-05-27,MT,9438,233
2014-05-27,NC,424873,233
2014-05-27,ND,3041,233
2014-05-27,NE,23434,233
2014-05-27,NH,20748,233
2014-05-27,NJ,88374,233
2014-05-27,NM,74086,233
2014-05-27,NV,288361,233
2014-05-27,NY,399328,233
2014-05-27,OH,756901,233
2014-05-27,OK,231714,233
2014-05-27,OR,81381,233
2014-05-27,PA,455191,233
2014-05-27,SC,256504,233
2014-05-27,SD,19479,233
2014-05-27,TN,235849,233
2014-05-27,TX,2670466,233
2014-05-27,UT,160302,233
2014-05-27,VA,176486,233
2014-05-27,VT,10512,233
2014-05-27,WA,398743,233
2014-05-27,WI,224909,233
2014-05-27,WV,47568,233
2014-05-27,WY,5904,233
2014-05-28,AL,339932,234
2014-05-28,AR,67980,234
2014-05-28,AZ,457739,234
2014-05-28,CA,3120507,234
2014-05-28,CO,263571,234
2014-05-28,CT,266464,234
2014-05-28,DE,14444,234
2014-05-28,FL,1476893,234
2014-05-28,GA,775800,234
2014-05-28,IA,115736,234
2014-05-28,ID,47417,234
2014-05-28,IL,130981,234
2014-05-28,IN,321975,234
2014-05-28,KS,102584,234
2014-05-28,KY,77162,234
2014-05-28,LA,495994,234
2014-05-28,MA,78121,234
2014-05-28,MD,284073,234
2014-05-28,ME,57676,234
2014-05-28,MI,814064,234
2014-05-28,MN,31158,234
2014-05-28,MO,49767,234
2014-05-28,MS,71063,234
2014-05-28,MT,11198,234
2014-05-28,NC,443466,234
2014-05-28,ND,3312,234
2014-05-28,NE,24144,234
2014-05-28,NH,20733,234
2014-05-28,NJ,83457,234
2014-05-28,NM,81199,234
2014-05-28,NV,282366,234
2014-05-28,NY,390717,234
2014-05-28,OH,801638,234
2014-05-28,OK,211050,234
2014-05-28,OR,87380,234
2014-05-28,PA,443073,234
2014-05-28,SC,256478,234
2014-05-28,SD,19968,234
2014-05-28,TN,252422,234
2014-05-28,TX,2571970,234
2014-05-28,UT,156976,234
2014-05-28,VA,186988,234
2014-05-28,VT,12497,234
2014-05-28,WA,411229,234
2014-05-28,WI,228355,234
2014-05-28,WV,49995,234
2014-05-28,WY,4818,234
2014-05-29,AL,320208,235
2014-05-29,AR,64966,235
2014-05-29,AZ,458407,235
2014-05-29,CA,3025503,235
2014-05-29,CO,258820,235
2014-05-29,CT,250813,235
2014-05-29,DE,16883,235
2014-05-29,FL,1401544,235
2014-05-29,GA,740280,235
2014-05-29,IA,119195,235
2014-05-29,ID,43768,235
2014-05-29,IL,120971,235
2014-05-29,IN,287442,235
2014-05-29,KS,100750,235
2014-05-29,KY,69584,235
2014-05-29,LA,450816,235
2014-05-29,MA,68647,235
2014-05-29,MD,257681,235
2014-05-29,ME,43060,235
2014-05-29,MI,753298,235
2014-05-29,MN,30121,235
2014-05-29,MO,45459,235
2014-05-29,MS,68832,235
2014-05-29,MT,10030,235
2014-05-29,NC,406450,235
2014-05-29,ND,4447,235
2014-05-29,NE,22856,235
2014-05-29,NH,17200,235
2014-05-29,NJ,73615,235
2014-05-29,NM,81825,235
2014-05-29,NV,266574,235
2014-05-29,NY,388591,235
2014-05-29,OH,711601,235
2014-05-29,OK,208825,235
2014-05-29,OR,85570,235
2014-05-29,PA,425032,235
2014-05-29,SC,251625,235
2014-05-29,SD,18592,235
2014-05-29,TN,251046,235
2014-05-29,TX,2445118,235
2014-05-29,UT,138468,235
2014-05-29,VA,175751,235
2014-05-29,VT,10233,235
2014-05-29,WA,387999,235
2014-05-29,WI,215603,235
2014-05-29,WV,47252,235
2014-05-29,WY,5239,235
2014-05-30,AL,320701,236
2014-05-30,AR,60660,236
2014-05-30,AZ,451712,236
2014-05-30,CA,2964837,236
2014-05-30,CO,252351,236
2014-05-30,CT,232080,236
2014-05-30,DE,16060,236
2014-05-30,FL,1359818,236
2014-05-30,GA,748215,236
2014-05-30,IA,117603,236
2014-05-30,ID,43002,236
2014-05-30,IL,116749,236
2014-05-30,IN,293040,236
2014-05-30,KS,95556,236
2014-05-30,KY,69889,236
2014-05-30,LA,436506,236
2014-05-30,MA,65802,236
2014-05-30,MD,237882,236
2014-05-30,ME,41958,236
2014-05-30,MI,673642,236
2014-05-30,MN,28359,236
2014-05-30,MO,46627,236
2014-05-30,MS,70732,236
2014-05-30,MT,10373,236
2014-05-30,NC,365648,236
2014-05-30,ND,2477,236
2014-05-30,NE,20749,236
2014-05-30,NH,18039,236
2014-05-30,NJ,66761,236
2014-05-30,NM,78803,236
2014-05-30,NV,272664,236
2014-05-30,NY,341964,236
2014-05-30,OH,661347,236
2014-05-30,OK,202150,236
2014-05-30,OR,80358,236
2014-05-30,PA,380072,236
2014-05-30,SC,238774,236
2014-05-30,SD,19580,236
2014-05-30,TN,248705,236
2014-05-30,TX,2280765,236
2014-05-30,UT,140773,236
2014-05-30,VA,154494,236
2014-05-30,VT,10065,236
2014-05-30,WA,358887,236
2014-05-30,WI,213254,236
2014-05-30,WV,43006,236
2014-05-30,WY,4467,236
2014-05-31,AL,300264,237
2014-05-31,AR,62478,237
2014-05-31,AZ,410693,237
2014-05-31,CA,2806837,237
2014-05-31,CO,239863,237
2014-05-31,CT,231236,237
2014-05-31,DE,17275,237
2014-05-31,FL,1273493,237
2014-05-31,GA,699909,237
2014-05-31,IA,103789,237
2014-05-31,ID,40608,237
2014-05-31,IL,109209,237
2014-05-31,IN,254312,237
2014-05-31,KS,89984,237
2014-05-31,KY,56384,237
2014-05-31,LA,424569,237
2014-05-31,MA,64937,237
2014-05-31,MD,219880,237
2014-05-31,ME,39442,237
2014-05-31,MI,651543,237
2014-05-31,MN,29587,237
2014-05-31,MO,42038,237
2014-05-31,MS,67188,237
2014-05-31,MT,10500,237
2014-05-31,NC,349921,237
2014-05-31,ND,4256,237
2014-05-31,NE,20925,237
2014-05-31,NH,15849,237
2014-05-31,NJ,64896,237
2014-05-31,NM,70128,237
2014-05-31,NV,263814,237
2014-05-31,NY,329548,237
2014-05-31,OH,613245,237
2014-05-31,OK,210637,237
2014-05-31,OR,77700,237
2014-05-31,PA,365280,237
2014-05-31,SC,237217,237
2014-05-31,SD,17975,237
2014-05-31,TN,233236,237
2014-05-31,TX,2150423,237
2014-05-31,UT,126820,237
2014-05-31,VA,152789,237
2014-05-31,VT,9104,237
2014-05-31,WA,332820,237
2014-05-31,WI,195063,237
2014-05-31,WV,39484,237
2014-05-31,WY,3931,237
2014-06-01,AL,301277,238
2014-06-01,AR,59671,238
2014-06-01,AZ,429322,238
2014-06-01,CA,2989295,238
2014-06-01,CO,239459,238
2014-06-01,CT,256325,238
2014-06-01,DE,21016,238
2014-06-01,FL,1400615,238
2014-06-01,GA,713254,238
2014-06-01,IA,107887,238
2014-06-01,ID,44875,238
2014-06-01,IL,128453,238
2014-06-01,IN,279211,238
2014-06-01,KS,92325,238
2014-06-01,KY,68608,238
2014-06-01,LA,425489,238
2014-06-01,MA,75971,238
2014-06-01,MD,251490,238
2014-06-01,ME,40534,238
2014-06-01,MI,768828,238
2014-06-01,MN,27186,238
2014-06-01,MO,44795,238
2014-06-01,MS,66096,238
2014-06-01,MT,9113,238
2014-06-01,NC,398722,238
2014-06-01,ND,3674,238
2014-06-01,NE,21966,238
2014-06-01,NH,17856,238
2014-06-01,NJ,81627,238
2014-06-01,NM,75761,238
2014-06-01,NV,283788,238
2014-06-01,NY,386096,238
2014-06-01,OH,699911,238
2014-06-01,OK,198999,238
2014-06-01,OR,80298,238
2014-06-01,PA,434273,238
2014-06-01,SC,245308,238
2014-06-01,SD,18005,238
2014-06-01,TN,233972,238
2014-06-01,TX,2336804,238
2014-06-01,UT,138136,238
2014-06-01,VA,172044,238
2014-06-01,VT,8999,238
2014-06-01,WA,355314,238
2014-06-01,WI,247295,238
2014-06-01,WV,43067,238
2014-06-01,WY,4487,238
2014-06-02,AL,347363,239
2014-06-02,AR,63630,239
2014-06-02,AZ,481594,239
2014-06-02,CA,3155354,239
2014-06-02,CO,230878,239
2014-06-02,CT,258200,239
2014-06-02,DE,15238,239
2014-06-02,FL,1398931,239
2014-06-02,GA,733375,239
2014-06-02,IA,110304,239
2014-06-02,ID,50744,239
2014-06-02,IL,123381,239
2014-06-02,IN,284833,239
2014-06-02,KS,92018,239
2014-06-02,KY,67751,239
2014-06-02,LA,474613,239
2014-06-02,MA,75478,239
2014-06-02,MD,238590,239
2014-06-02,ME,45523,239
2014-06-02,MI,836433,239
2014-06-02,MN,27498,239
2014-06-02,MO,45856,239
2014-06-02,MS,69238,239
2014-06-02,MT,8619,239
2014-06-02,NC,391910,239
2014-06-02,ND,3248,239
2014-06-02,NE,21844,239
2014-06-02,NH,18476,239
2014-06-02,NJ,72662,239
2014-06-02,NM,84548,239
2014-06-02,NV,292220,239
2014-06-02,NY,386173,239
2014-06-02,OH,764353,239
2014-06-02,OK,204131,239
2014-06-02,OR,89155,239
2014-06-02,PA,425117,239
2014-06-02,SC,249471,239
2014-06-02,SD,19636,239
2014-06-02,TN,249402,239
2014-06-02,TX,2584675,239
2014-06-02,UT,153287,239
2014-06-02,VA,167062,239
2014-06-02,VT,8640,239
2014-06-02,WA,386175,239
2014-06-02,WI,216784,239
2014-06-02,WV,44173,239
2014-06-02,WY,4365,239
2014-06-03,AL,341977,240
2014-06-03,AR,64779,240
2014-06-03,AZ,457615,240
2014-06-03,CA,3141421,240
2014-06-03,CO,239615,240
2014-06-03,CT,257030,240
2014-06-03,DE,14438,240
2014-06-03,FL,1377853,240
2014-06-03,GA,741349,240
2014-06-03,IA,118587,240
2014-06-03,ID,49795,240
2014-06-03,IL,128822,240
2014-06-03,IN,272218,240
2014-06-03,KS,89655,240
2014-06-03,KY,67085,240
2014-06-03,LA,461220,240
2014-06-03,MA,79277,240
2014-06-03,MD,251951,240
2014-06-03,ME,44621,240
2014-06-03,MI,773682,240
2014-06-03,MN,26504,240
2014-06-03,MO,45072,240
2014-06-03,MS,74114,240
2014-06-03,MT,8610,240
2014-06-03,NC,395330,240
2014-06-03,ND,3291,240
2014-06-03,NE,30516,240
2014-06-03,NH,18465,240
2014-06-03,NJ,71772,240
2014-06-03,NM,84069,240
2014-06-03,NV,290705,240
2014-06-03,NY,399526,240
2014-06-03,OH,736329,240
2014-06-03,OK,214377,240
2014-06-03,OR,89902,240
2014-06-03,PA,437193,240
2014-06-03,SC,244562,240
2014-06-03,SD,22357,240
2014-06-03,TN,248332,240
2014-06-03,TX,2514622,240
2014-06-03,UT,148045,240
2014-06-03,VA,165168,240
2014-06-03,VT,9621,240
2014-06-03,WA,380258,240
2014-06-03,WI,204099,240
2014-06-03,WV,46827,240
2014-06-03,WY,4830,240
2014-06-04,AL,325680,241
2014-06-04,AR,59594,241
2014-06-04,AZ,463111,241
2014-06-04,CA,3222771,241
2014-06-04,CO,261052,241
2014-06-04,CT,268270,241
2014-06-04,DE,13357,241
2014-06-04,FL,1408649,241
2014-06-04,GA,764750,241
2014-06-04,IA,112503,241
2014-06-04,ID,49408,241
2014-06-04,IL,135521,241
2014-06-04,IN,287420,241
2014-06-04,KS,96430,241
2014-06-04,KY,80117,241
2014-06-04,LA,436515,241
2014-06-04,MA,77792,241
2014-06-04,MD,258374,241
2014-06-04,ME,42882,241
2014-06-04,MI,803082,241
2014-06-04,MN,27779,241
2014-06-04,MO,50322,241
2014-06-04,MS,72403,241
2014-06-04,MT,7183,241
2014-06-04,NC,406387,241
2014-06-04,ND,3892,241
2014-06-04,NE,23783,241
2014-06-04,NH,22327,241
2014-06-04,NJ,75978,241
2014-06-04,NM,84584,241
2014-06-04,NV,278117,241
2014-06-04,NY,394191,241
2014-06-04,OH,802963,241
2014-06-04,OK,211649,241
2014-06-04,OR,88091,241
2014-06-04,PA,437011,241
2014-06-04,SC,238275,241
2014-06-04,SD,21847,241
2014-06-04,TN,274976,241
2014-06-04,TX,2551047,241
2014-06-04,UT,144036,241
2014-06-04,VA,174819,241
2014-06-04,VT,11919,241
2014-06-04,WA,395417,241
2014-06-04,WI,214303,241
2014-06-04,WV,53874,241
2014-06-04,WY,6004,241
2014-06-05,AL,350246,242
2014-06-05,AR,72365,242
2014-06-05,AZ,478452,242
2014-06-05,CA,3249699,242
2014-06-05,CO,266546,242
2014-06-05,CT,269085,242
2014-06-05,DE,14818,242
2014-06-05,FL,1500915,242
2014-06-05,GA,825014,242
2014-06-05,IA,116462,242
2014-06-05,ID,48090,242
2014-06-05,IL,138908,242
2014-06-05,IN,286294,242
2014-06-05,KS,102928,242
2014-06-05,KY,71787,242
2014-06-05,LA,444828,242
2014-06-05,MA,82547,242
2014-06-05,MD,247982,242
2014-06-05,ME,43402,242
2014-06-05,MI,784723,242
2014-06-05,MN,28595,242
2014-06-05,MO,49342,242
2014-06-05,MS,78942,242
2014-06-05,MT,9570,242
2014-06-05,NC,429365,242
2014-06-05,ND,3705,242
2014-06-05,NE,29967,242
2014-06-05,NH,20383,242
2014-06-05,NJ,76117,242
2014-06-05,NM,83615,242
2014-06-05,NV,278711,242
2014-06-05,NY,405534,242
2014-06-05,OH,760962,242
2014-06-05,OK,220898,242
2014-06-05,OR,91536,242
2014-06-05,PA,429092,242
2014-06-05,SC,259311,242
2014-06-05,SD,25967,242
2014-06-05,TN,293408,242
2014-06-05,TX,2707343,242
2014-06-05,UT,147731,242
2014-06-05,VA,187347,242
2014-06-05,VT,10322,242
2014-06-05,WA,409388,242
2014-06-05,WI,222519,242
2014-06-05,WV,48674,242
2014-06-05,WY,5252,242
2014-06-06,AL,326687,243
2014-06-06,AR,60989,243
2014-06-06,AZ,452818,243
2014-06-06,CA,3085922,243
2014-06-06,CO,261665,243
2014-06-06,CT,237930,243
2014-06-06,DE,14830,243
2014-06-06,FL,1390001,243
2014-06-06,GA,760395,243
2014-06-06,IA,111651,243
2014-06-06,ID,45342,243
2014-06-06,IL,128262,243
2014-06-06,IN,265211,243
2014-06-06,KS,93109,243
2014-06-06,KY,70807,243
2014-06-06,LA,429002,243
2014-06-06,MA,70480,243
2014-06-06,MD,230693,243
2014-06-06,ME,47969,243
2014-06-06,MI,701631,243
2014-06-06,MN,25742,243
2014-06-06,MO,47834,243
2014-06-06,MS,73192,243
2014-06-06,MT,8298,243
2014-06-06,NC,383062,243
2014-06-06,ND,4294,243
2014-06-06,NE,26627,243
2014-06-06,NH,18254,243
2014-06-06,NJ,68956,243
2014-06-06,NM,88647,243
