date,stateCode,total
2014-08-03,MS,77011
2014-08-03,MT,8646
2014-08-03,NC,416502
2014-08-03,ND,2836
2014-08-03,NE,19811
2014-08-03,NH,14861
2014-08-03,NJ,89341
2014-08-03,NM,71332
2014-08-03,NV,266540
2014-08-03,NY,407514
2014-08-03,OH,749862
2014-08-03,OK,173269
2014-08-03,OR,76232
2014-08-03,PA,444738
2014-08-03,SC,240845
2014-08-03,SD,20139
2014-08-03,TN,231551
2014-08-03,TX,2478502
2014-08-03,UT,155853
2014-08-03,VA,179706
2014-08-03,VT,11249
2014-08-03,WA,359578
2014-08-03,WI,203291
2014-08-03,WV,49546
2014-08-03,WY,3972
2014-08-04,AL,312299
2014-08-04,AR,53827
2014-08-04,AZ,496279
2014-08-04,CA,3408709
2014-08-04,CO,273157
2014-08-04,CT,277607
2014-08-04,DE,23613
2014-08-04,FL,1541950
2014-08-04,GA,787685
2014-08-04,IA,108658
2014-08-04,ID,53951
2014-08-04,IL,128247
2014-08-04,IN,294176
2014-08-04,KS,91930
2014-08-04,KY,72148
2014-08-04,LA,437146
2014-08-04,MA,79001
2014-08-04,MD,275185
2014-08-04,ME,38854
2014-08-04,MI,794577
2014-08-04,MN,26225
2014-08-04,MO,46065
2014-08-04,MS,85390
2014-08-04,MT,10055
2014-08-04,NC,427484
2014-08-04,ND,3536
2014-08-04,NE,22600
2014-08-04,NH,16359
2014-08-04,NJ,86318
2014-08-04,NM,77525
2014-08-04,NV,304183
2014-08-04,NY,394164
2014-08-04,OH,770364
2014-08-04,OK,207092
2014-08-04,OR,87487
2014-08-04,PA,442580
2014-08-04,SC,262266
2014-08-04,SD,19919
2014-08-04,TN,240453
2014-08-04,TX,2648906
2014-08-04,UT,169223
2014-08-04,VA,186804
2014-08-04,VT,9891
2014-08-04,WA,393228
2014-08-04,WI,208066
2014-08-04,WV,48259
2014-08-04,WY,4901
2014-08-05,AL,315525
2014-08-05,AR,64905
2014-08-05,AZ,488865
2014-08-05,CA,3410405
2014-08-05,CO,284334
2014-08-05,CT,274721
2014-08-05,DE,19170
2014-08-05,FL,1507890
2014-08-05,GA,797436
2014-08-05,IA,118705
2014-08-05,ID,55072
2014-08-05,IL,138439
2014-08-05,IN,288431
2014-08-05,KS,93624
2014-08-05,KY,71472
2014-08-05,LA,447383
2014-08-05,MA,80382
2014-08-05,MD,270404
2014-08-05,ME,48749
2014-08-05,MI,816380
2014-08-05,MN,26199
2014-08-05,MO,52130
2014-08-05,MS,77929
2014-08-05,MT,9371
2014-08-05,NC,415978
2014-08-05,ND,3444
2014-08-05,NE,22676
2014-08-05,NH,18286
2014-08-05,NJ,82111
2014-08-05,NM,79249
2014-08-05,NV,295813
2014-08-05,NY,409278
2014-08-05,OH,777680
2014-08-05,OK,207657
2014-08-05,OR,80633
2014-08-05,PA,438181
2014-08-05,SC,269676
2014-08-05,SD,23121
2014-08-05,TN,249210
2014-08-05,TX,2679953
2014-08-05,UT,172752
2014-08-05,VA,183045
2014-08-05,VT,11379
2014-08-05,WA,407707
2014-08-05,WI,216886
2014-08-05,WV,46867
2014-08-05,WY,4734
2014-08-06,AL,335280
2014-08-06,AR,62475
2014-08-06,AZ,497196
2014-08-06,CA,3410952
2014-08-06,CO,282200
2014-08-06,CT,276459
2014-08-06,DE,21196
2014-08-06,FL,1542206
2014-08-06,GA,778417
2014-08-06,IA,118949
2014-08-06,ID,53981
2014-08-06,IL,136689
2014-08-06,IN,275455
2014-08-06,KS,90358
2014-08-06,KY,68357
2014-08-06,LA,465657
2014-08-06,MA,84014
2014-08-06,MD,287492
2014-08-06,ME,46581
2014-08-06,MI,784360
2014-08-06,MN,26375
2014-08-06,MO,54992
2014-08-06,MS,77200
2014-08-06,MT,10318
2014-08-06,NC,426024
2014-08-06,ND,5042
2014-08-06,NE,25284
2014-08-06,NH,17760
2014-08-06,NJ,91154
2014-08-06,NM,84542
2014-08-06,NV,288109
2014-08-06,NY,388323
2014-08-06,OH,762283
2014-08-06,OK,206643
2014-08-06,OR,80547
2014-08-06,PA,422326
2014-08-06,SC,265740
2014-08-06,SD,20606
2014-08-06,TN,249164
2014-08-06,TX,2654300
2014-08-06,UT,171360
2014-08-06,VA,184360
2014-08-06,VT,11407
2014-08-06,WA,406243
2014-08-06,WI,211871
2014-08-06,WV,47333
2014-08-06,WY,5719
2014-08-07,AL,312338
2014-08-07,AR,69269
2014-08-07,AZ,478849
2014-08-07,CA,3484253
2014-08-07,CO,302971
2014-08-07,CT,273941
2014-08-07,DE,18832
2014-08-07,FL,1520799
2014-08-07,GA,764636
2014-08-07,IA,118136
2014-08-07,ID,54088
2014-08-07,IL,130102
2014-08-07,IN,280021
2014-08-07,KS,97908
2014-08-07,KY,64334
2014-08-07,LA,460204
2014-08-07,MA,83325
2014-08-07,MD,292986
2014-08-07,ME,50149
2014-08-07,MI,770379
2014-08-07,MN,28565
2014-08-07,MO,52580
2014-08-07,MS,74901
2014-08-07,MT,9541
2014-08-07,NC,412484
2014-08-07,ND,3572
2014-08-07,NE,19927
2014-08-07,NH,19915
2014-08-07,NJ,96084
2014-08-07,NM,87200
2014-08-07,NV,298026
2014-08-07,NY,377196
2014-08-07,OH,796817
2014-08-07,OK,213679
2014-08-07,OR,77997
2014-08-07,PA,437274
2014-08-07,SC,268885
2014-08-07,SD,22475
2014-08-07,TN,261531
2014-08-07,TX,2654750
2014-08-07,UT,168515
2014-08-07,VA,180449
2014-08-07,VT,10722
2014-08-07,WA,423962
2014-08-07,WI,212111
2014-08-07,WV,45044
2014-08-07,WY,6258
2014-08-08,AL,266298
2014-08-08,AR,60766
2014-08-08,AZ,442089
2014-08-08,CA,3324136
2014-08-08,CO,267318
2014-08-08,CT,243573
2014-08-08,DE,18432
2014-08-08,FL,1447455
2014-08-08,GA,721400
2014-08-08,IA,103145
2014-08-08,ID,51090
2014-08-08,IL,123197
2014-08-08,IN,266165
2014-08-08,KS,81933
2014-08-08,KY,66371
2014-08-08,LA,439377
2014-08-08,MA,76915
2014-08-08,MD,274156
2014-08-08,ME,41043
2014-08-08,MI,714075
2014-08-08,MN,26543
2014-08-08,MO,43551
2014-08-08,MS,63885
2014-08-08,MT,8768
2014-08-08,NC,391267
2014-08-08,ND,3393
2014-08-08,NE,23589
2014-08-08,NH,16489
2014-08-08,NJ,77682
2014-08-08,NM,81045
2014-08-08,NV,304143
2014-08-08,NY,345598
2014-08-08,OH,707599
2014-08-08,OK,204599
2014-08-08,OR,73453
2014-08-08,PA,406219
2014-08-08,SC,251260
2014-08-08,SD,21369
2014-08-08,TN,247407
2014-08-08,TX,2480146
2014-08-08,UT,150047
2014-08-08,VA,167138
2014-08-08,VT,10491
2014-08-08,WA,386685
2014-08-08,WI,206511
2014-08-08,WV,42969
2014-08-08,WY,5604
2014-08-09,AL,212431
2014-08-09,AR,48549
2014-08-09,AZ,380281
2014-08-09,CA,2604308
2014-08-09,CO,204318
2014-08-09,CT,174921
2014-08-09,DE,11753
2014-08-09,FL,1027733
2014-08-09,GA,549384
2014-08-09,IA,82678
2014-08-09,ID,39869
2014-08-09,IL,87527
2014-08-09,IN,202150
2014-08-09,KS,70708
2014-08-09,KY,50353
2014-08-09,LA,317399
2014-08-09,MA,54995
2014-08-09,MD,195022
2014-08-09,ME,32265
2014-08-09,MI,544294
2014-08-09,MN,19835
2014-08-09,MO,33597
2014-08-09,MS,54903
2014-08-09,MT,7552
2014-08-09,NC,306434
2014-08-09,ND,2306
2014-08-09,NE,16093
2014-08-09,NH,12153
2014-08-09,NJ,61640
2014-08-09,NM,56801
2014-08-09,NV,255857
2014-08-09,NY,257129
2014-08-09,OH,523323
2014-08-09,OK,146822
2014-08-09,OR,59701
2014-08-09,PA,298147
2014-08-09,SC,199142
2014-08-09,SD,19106
2014-08-09,TN,188241
2014-08-09,TX,1906617
2014-08-09,UT,116413
2014-08-09,VA,127443
2014-08-09,VT,6898
2014-08-09,WA,310509
2014-08-09,WI,154780
2014-08-09,WV,33573
2014-08-09,WY,4440
2014-08-10,AL,304716
2014-08-10,AR,61594
2014-08-10,AZ,505327
2014-08-10,CA,3103122
2014-08-10,CO,254310
2014-08-10,CT,259585
2014-08-10,DE,20535
2014-08-10,FL,1474848
2014-08-10,GA,801495
2014-08-10,IA,111942
2014-08-10,ID,47445
2014-08-10,IL,127163
2014-08-10,IN,321733
2014-08-10,KS,89136
2014-08-10,KY,72499
2014-08-10,LA,441871
2014-08-10,MA,82005
2014-08-10,MD,296161
2014-08-10,ME,47661
2014-08-10,MI,775860
2014-08-10,MN,27951
2014-08-10,MO,46739
2014-08-10,MS,70036
2014-08-10,MT,8922
2014-08-10,NC,440833
2014-08-10,ND,3644
2014-08-10,NE,22136
2014-08-10,NH,18329
2014-08-10,NJ,86272
2014-08-10,NM,75977
2014-08-10,NV,293229
2014-08-10,NY,384295
2014-08-10,OH,747886
2014-08-10,OK,196411
2014-08-10,OR,70620
2014-08-10,PA,442699
2014-08-10,SC,289579
2014-08-10,SD,18393
2014-08-10,TN,269697
2014-08-10,TX,2474577
2014-08-10,UT,143963
2014-08-10,VA,192183
2014-08-10,VT,9569
2014-08-10,WA,361574
2014-08-10,WI,207505
2014-08-10,WV,47373
2014-08-10,WY,4917
2014-08-11,AL,320359
2014-08-11,AR,72216
2014-08-11,AZ,513948
2014-08-11,CA,3553729
2014-08-11,CO,274135
2014-08-11,CT,270378
2014-08-11,DE,21932
2014-08-11,FL,1567507
2014-08-11,GA,790237
2014-08-11,IA,117947
2014-08-11,ID,52590
2014-08-11,IL,134685
2014-08-11,IN,314504
2014-08-11,KS,101553
2014-08-11,KY,74611
2014-08-11,LA,454291
2014-08-11,MA,84427
2014-08-11,MD,291546
2014-08-11,ME,49082
2014-08-11,MI,898980
2014-08-11,MN,30285
2014-08-11,MO,49904
2014-08-11,MS,72171
2014-08-11,MT,11185
2014-08-11,NC,445797
2014-08-11,ND,4797
2014-08-11,NE,23059
2014-08-11,NH,16409
2014-08-11,NJ,92885
2014-08-11,NM,86165
2014-08-11,NV,313574
2014-08-11,NY,402583
2014-08-11,OH,832938
2014-08-11,OK,209937
2014-08-11,OR,80019
2014-08-11,PA,461884
2014-08-11,SC,294425
2014-08-11,SD,20673
2014-08-11,TN,274115
2014-08-11,TX,2674987
2014-08-11,UT,162358
2014-08-11,VA,186741
2014-08-11,VT,10222
2014-08-11,WA,424774
2014-08-11,WI,235198
2014-08-11,WV,51184
2014-08-11,WY,6294
2014-08-12,AL,291584
2014-08-12,AR,63091
2014-08-12,AZ,497513
2014-08-12,CA,3317767
2014-08-12,CO,265389
2014-08-12,CT,283271
2014-08-12,DE,17238
2014-08-12,FL,1472533
2014-08-12,GA,703086
2014-08-12,IA,114261
2014-08-12,ID,56591
2014-08-12,IL,124775
2014-08-12,IN,307212
2014-08-12,KS,93912
2014-08-12,KY,74412
2014-08-12,LA,417773
2014-08-12,MA,78487
2014-08-12,MD,310713
2014-08-12,ME,48188
2014-08-12,MI,835950
2014-08-12,MN,27224
2014-08-12,MO,46172
2014-08-12,MS,67192
2014-08-12,MT,12087
2014-08-12,NC,446755
2014-08-12,ND,5465
2014-08-12,NE,23118
2014-08-12,NH,20222
2014-08-12,NJ,95685
2014-08-12,NM,86051
2014-08-12,NV,286792
2014-08-12,NY,409980
2014-08-12,OH,801228
2014-08-12,OK,204762
2014-08-12,OR,81471
2014-08-12,PA,456438
2014-08-12,SC,287362
2014-08-12,SD,19298
2014-08-12,TN,236094
2014-08-12,TX,2540519
2014-08-12,UT,159668
2014-08-12,VA,172510
2014-08-12,VT,9482
2014-08-12,WA,441665
2014-08-12,WI,210696
2014-08-12,WV,49098
2014-08-12,WY,8266
2014-08-13,AL,287884
2014-08-13,AR,65763
2014-08-13,AZ,485282
2014-08-13,CA,3390969
2014-08-13,CO,281018
2014-08-13,CT,289608
2014-08-13,DE,15779
2014-08-13,FL,1568260
2014-08-13,GA,706913
2014-08-13,IA,114638
2014-08-13,ID,55842
2014-08-13,IL,133701
2014-08-13,IN,302986
2014-08-13,KS,94726
2014-08-13,KY,63985
2014-08-13,LA,426896
2014-08-13,MA,86588
2014-08-13,MD,286561
2014-08-13,ME,56060
2014-08-13,MI,805280
2014-08-13,MN,30070
2014-08-13,MO,44834
2014-08-13,MS,68199
2014-08-13,MT,9984
2014-08-13,NC,436958
2014-08-13,ND,4906
2014-08-13,NE,21757
2014-08-13,NH,17686
2014-08-13,NJ,85573
2014-08-13,NM,84055
2014-08-13,NV,299178
2014-08-13,NY,403676
2014-08-13,OH,781499
2014-08-13,OK,208830
2014-08-13,OR,77033
2014-08-13,PA,432738
2014-08-13,SC,286378
2014-08-13,SD,20094
2014-08-13,TN,234031
2014-08-13,TX,2564901
2014-08-13,UT,164557
2014-08-13,VA,185148
2014-08-13,VT,10280
2014-08-13,WA,465729
2014-08-13,WI,235697
2014-08-13,WV,49406
2014-08-13,WY,7092
2014-08-14,AL,290688
2014-08-14,AR,72074
2014-08-14,AZ,482273
2014-08-14,CA,3336744
2014-08-14,CO,274704
2014-08-14,CT,288997
2014-08-14,DE,15417
2014-08-14,FL,1583160
2014-08-14,GA,735635
2014-08-14,IA,118262
2014-08-14,ID,54890
2014-08-14,IL,139187
2014-08-14,IN,288727
2014-08-14,KS,95274
2014-08-14,KY,65043
2014-08-14,LA,409813
2014-08-14,MA,74122
2014-08-14,MD,272921
2014-08-14,ME,49737
2014-08-14,MI,781400
2014-08-14,MN,28596
2014-08-14,MO,49398
2014-08-14,MS,66484
2014-08-14,MT,9632
2014-08-14,NC,436904
2014-08-14,ND,4910
2014-08-14,NE,21275
2014-08-14,NH,17069
2014-08-14,NJ,85551
2014-08-14,NM,78015
2014-08-14,NV,299191
2014-08-14,NY,398219
2014-08-14,OH,767111
2014-08-14,OK,209196
2014-08-14,OR,82050
2014-08-14,PA,430065
2014-08-14,SC,289930
2014-08-14,SD,21156
2014-08-14,TN,230460
2014-08-14,TX,2661960
2014-08-14,UT,160764
2014-08-14,VA,188526
2014-08-14,VT,9651
2014-08-14,WA,443363
2014-08-14,WI,215970
2014-08-14,WV,56179
2014-08-14,WY,7059
2014-08-15,AL,262606
2014-08-15,AR,58011
2014-08-15,AZ,454970
2014-08-15,CA,3172428
2014-08-15,CO,250230
2014-08-15,CT,245170
2014-08-15,DE,16593
2014-08-15,FL,1474384
2014-08-15,GA,624422
2014-08-15,IA,113333
2014-08-15,ID,47024
2014-08-15,IL,125266
2014-08-15,IN,264386
2014-08-15,KS,86989
2014-08-15,KY,67599
2014-08-15,LA,387030
2014-08-15,MA,81014
2014-08-15,MD,251463
2014-08-15,ME,46731
2014-08-15,MI,717650
2014-08-15,MN,26654
2014-08-15,MO,41296
2014-08-15,MS,53327
2014-08-15,MT,10633
2014-08-15,NC,397558
2014-08-15,ND,3821
2014-08-15,NE,19089
2014-08-15,NH,17327
2014-08-15,NJ,76582
2014-08-15,NM,76194
2014-08-15,NV,282634
2014-08-15,NY,364581
2014-08-15,OH,682532
2014-08-15,OK,184815
2014-08-15,OR,76225
2014-08-15,PA,427415
2014-08-15,SC,246687
2014-08-15,SD,17740
2014-08-15,TN,211692
2014-08-15,TX,2409269
2014-08-15,UT,151924
2014-08-15,VA,169152
2014-08-15,VT,10815
2014-08-15,WA,414399
2014-08-15,WI,196456
2014-08-15,WV,54538
2014-08-15,WY,5251
2014-08-16,AL,257949
2014-08-16,AR,55469
2014-08-16,AZ,427038
2014-08-16,CA,3023471
2014-08-16,CO,222527
2014-08-16,CT,240567
2014-08-16,DE,15815
2014-08-16,FL,1396121
2014-08-16,GA,661899
2014-08-16,IA,108983
2014-08-16,ID,42320
2014-08-16,IL,127218
2014-08-16,IN,288013
2014-08-16,KS,81216
2014-08-16,KY,63170
2014-08-16,LA,380120
2014-08-16,MA,73196
2014-08-16,MD,242158
2014-08-16,ME,47781
2014-08-16,MI,697551
2014-08-16,MN,24333
2014-08-16,MO,45465
2014-08-16,MS,67962
2014-08-16,MT,8138
2014-08-16,NC,383439
2014-08-16,ND,3729
2014-08-16,NE,18698
2014-08-16,NH,16677
2014-08-16,NJ,71093
2014-08-16,NM,70890
2014-08-16,NV,271332
2014-08-16,NY,374814
2014-08-16,OH,651361
2014-08-16,OK,184133
2014-08-16,OR,68461
2014-08-16,PA,396243
2014-08-16,SC,220537
2014-08-16,SD,16078
2014-08-16,TN,211042
2014-08-16,TX,2347176
2014-08-16,UT,137451
2014-08-16,VA,182031
2014-08-16,VT,10543
2014-08-16,WA,357615
2014-08-16,WI,190855
2014-08-16,WV,55671
2014-08-16,WY,6535
2014-08-17,AL,316350
2014-08-17,AR,61311
2014-08-17,AZ,483130
2014-08-17,CA,3131004
2014-08-17,CO,247396
2014-08-17,CT,238735
2014-08-17,DE,16605
2014-08-17,FL,1496729
2014-08-17,GA,754682
2014-08-17,IA,119138
2014-08-17,ID,41944
2014-08-17,IL,149754
2014-08-17,IN,312284
2014-08-17,KS,90168
2014-08-17,KY,75593
2014-08-17,LA,441203
2014-08-17,MA,79600
2014-08-17,MD,258656
2014-08-17,ME,48253
2014-08-17,MI,770042
2014-08-17,MN,29316
2014-08-17,MO,49163
2014-08-17,MS,69940
2014-08-17,MT,9029
2014-08-17,NC,414858
2014-08-17,ND,3120
2014-08-17,NE,20049
2014-08-17,NH,17082
2014-08-17,NJ,77197
2014-08-17,NM,72627
2014-08-17,NV,289193
2014-08-17,NY,383296
2014-08-17,OH,724960
2014-08-17,OK,197603
2014-08-17,OR,68382
2014-08-17,PA,418713
2014-08-17,SC,251320
2014-08-17,SD,17362
2014-08-17,TN,256478
2014-08-17,TX,2367287
2014-08-17,UT,144291
2014-08-17,VA,189963
2014-08-17,VT,15179
2014-08-17,WA,352482
2014-08-17,WI,193924
2014-08-17,WV,65278
2014-08-17,WY,5030
2014-08-18,AL,317708
2014-08-18,AR,68899
2014-08-18,AZ,473892
2014-08-18,CA,3215627
2014-08-18,CO,252646
2014-08-18,CT,261925
2014-08-18,DE,16735
2014-08-18,FL,1541686
2014-08-18,GA,732172
2014-08-18,IA,122240
2014-08-18,ID,48859
2014-08-18,IL,149952
2014-08-18,IN,296740
2014-08-18,KS,98296
2014-08-18,KY,76587
2014-08-18,LA,430171
2014-08-18,MA,81794
2014-08-18,MD,283593
2014-08-18,ME,42661
2014-08-18,MI,806283
2014-08-18,MN,29478
2014-08-18,MO,54007
2014-08-18,MS,72723
2014-08-18,MT,10784
2014-08-18,NC,460289
2014-08-18,ND,3977
2014-08-18,NE,20659
2014-08-18,NH,17256
2014-08-18,NJ,79726
2014-08-18,NM,78825
2014-08-18,NV,308708
2014-08-18,NY,386775
2014-08-18,OH,787807
2014-08-18,OK,239395
2014-08-18,OR,77527
2014-08-18,PA,460247
2014-08-18,SC,248292
2014-08-18,SD,19142
2014-08-18,TN,248566
2014-08-18,TX,2608224
2014-08-18,UT,159538
2014-08-18,VA,199508
2014-08-18,VT,13732
2014-08-18,WA,408238
2014-08-18,WI,195860
2014-08-18,WV,75585
2014-08-18,WY,4830
2014-08-19,AL,289933
2014-08-19,AR,60855
2014-08-19,AZ,508722
2014-08-19,CA,3177931
2014-08-19,CO,250445
2014-08-19,CT,259969
2014-08-19,DE,20151
2014-08-19,FL,1379044
2014-08-19,GA,680756
2014-08-19,IA,125918
2014-08-19,ID,50836
2014-08-19,IL,144811
2014-08-19,IN,294061
2014-08-19,KS,94982
2014-08-19,KY,69406
2014-08-19,LA,415462
2014-08-19,MA,83131
2014-08-19,MD,289679
2014-08-19,ME,42376
2014-08-19,MI,823399
2014-08-19,MN,27704
2014-08-19,MO,55251
2014-08-19,MS,61891
2014-08-19,MT,9272
2014-08-19,NC,427621
2014-08-19,ND,3862
2014-08-19,NE,20015
2014-08-19,NH,17399
2014-08-19,NJ,79231
2014-08-19,NM,76766
2014-08-19,NV,307106
2014-08-19,NY,372843
2014-08-19,OH,797172
2014-08-19,OK,209992
2014-08-19,OR,72428
2014-08-19,PA,445912
2014-08-19,SC,232407
2014-08-19,SD,18131
2014-08-19,TN,267018
2014-08-19,TX,2602530
2014-08-19,UT,161201
2014-08-19,VA,190210
2014-08-19,VT,10727
2014-08-19,WA,395478
2014-08-19,WI,206902
2014-08-19,WV,72580
2014-08-19,WY,5039
2014-08-20,AL,303216
2014-08-20,AR,60008
2014-08-20,AZ,481329
2014-08-20,CA,3154504
2014-08-20,CO,245128
2014-08-20,CT,267992
2014-08-20,DE,21114
2014-08-20,FL,1357568
2014-08-20,GA,675086
2014-08-20,IA,124800
2014-08-20,ID,46469
2014-08-20,IL,138752
2014-08-20,IN,287315
2014-08-20,KS,93041
2014-08-20,KY,74456
2014-08-20,LA,378205
2014-08-20,MA,82775
2014-08-20,MD,286355
2014-08-20,ME,42885
2014-08-20,MI,786031
2014-08-20,MN,27430
2014-08-20,MO,51167
2014-08-20,MS,62422
2014-08-20,MT,8767
2014-08-20,NC,424006
2014-08-20,ND,4370
2014-08-20,NE,21350
2014-08-20,NH,16059
2014-08-20,NJ,78581
2014-08-20,NM,74768
2014-08-20,NV,291916
2014-08-20,NY,385136
2014-08-20,OH,762222
2014-08-20,OK,196219
2014-08-20,OR,72169
2014-08-20,PA,458391
2014-08-20,SC,236330
2014-08-20,SD,18300
2014-08-20,TN,272195
2014-08-20,TX,2622461
2014-08-20,UT,165362
2014-08-20,VA,190118
2014-08-20,VT,10088
2014-08-20,WA,411554
2014-08-20,WI,204681
2014-08-20,WV,66858
2014-08-20,WY,4560
2014-08-21,AL,287615
2014-08-21,AR,64464
2014-08-21,AZ,490591
2014-08-21,CA,3096069
2014-08-21,CO,252162
2014-08-21,CT,269976
2014-08-21,DE,19492
2014-08-21,FL,1355609
2014-08-21,GA,666490
2014-08-21,IA,116406
2014-08-21,ID,52849
2014-08-21,IL,131145
2014-08-21,IN,283989
2014-08-21,KS,92789
2014-08-21,KY,68611
2014-08-21,LA,388187
2014-08-21,MA,87093
2014-08-21,MD,281395
2014-08-21,ME,41615
2014-08-21,MI,786840
2014-08-21,MN,29663
2014-08-21,MO,49e3
2014-08-21,MS,59352
2014-08-21,MT,9062
2014-08-21,NC,428417
2014-08-21,ND,4221
2014-08-21,NE,24043
2014-08-21,NH,18236
2014-08-21,NJ,93798
2014-08-21,NM,71194
2014-08-21,NV,291335
2014-08-21,NY,398877
2014-08-21,OH,719859
2014-08-21,OK,193793
2014-08-21,OR,73179
2014-08-21,PA,460647
2014-08-21,SC,225887
2014-08-21,SD,16697
2014-08-21,TN,256232
2014-08-21,TX,2601606
2014-08-21,UT,148910
2014-08-21,VA,199483
2014-08-21,VT,10450
2014-08-21,WA,401802
2014-08-21,WI,202151
2014-08-21,WV,64808
2014-08-21,WY,3823
2014-08-22,AL,251524
2014-08-22,AR,61083
2014-08-22,AZ,455191
2014-08-22,CA,3000580
2014-08-22,CO,226370
2014-08-22,CT,268542
2014-08-22,DE,16767
2014-08-22,FL,1229559
2014-08-22,GA,590428
2014-08-22,IA,111591
2014-08-22,ID,45625
2014-08-22,IL,121622
2014-08-22,IN,263879
2014-08-22,KS,88519
2014-08-22,KY,73384
2014-08-22,LA,353298
2014-08-22,MA,76651
2014-08-22,MD,258368
2014-08-22,ME,41925
2014-08-22,MI,728246
2014-08-22,MN,28644
2014-08-22,MO,48475
2014-08-22,MS,54273
2014-08-22,MT,8517
2014-08-22,NC,403393
2014-08-22,ND,3776
2014-08-22,NE,23752
2014-08-22,NH,15883
2014-08-22,NJ,89829
2014-08-22,NM,73059
2014-08-22,NV,281074
2014-08-22,NY,374970
2014-08-22,OH,649206
2014-08-22,OK,180940
2014-08-22,OR,66267
2014-08-22,PA,436540
2014-08-22,SC,205177
2014-08-22,SD,14553
2014-08-22,TN,239291
2014-08-22,TX,2423249
2014-08-22,UT,147097
2014-08-22,VA,173835
2014-08-22,VT,13745
2014-08-22,WA,387713
2014-08-22,WI,202980
2014-08-22,WV,56861
2014-08-22,WY,4962
2014-08-23,AL,250627
2014-08-23,AR,54221
2014-08-23,AZ,425918
2014-08-23,CA,2864416
2014-08-23,CO,218900
2014-08-23,CT,245606
2014-08-23,DE,17833
2014-08-23,FL,1277600
2014-08-23,GA,645575
2014-08-23,IA,106146
2014-08-23,ID,44159
2014-08-23,IL,127339
2014-08-23,IN,272914
2014-08-23,KS,85018
2014-08-23,KY,74061
2014-08-23,LA,361287
2014-08-23,MA,71109
2014-08-23,MD,263573
2014-08-23,ME,38803
2014-08-23,MI,676396
2014-08-23,MN,31463
2014-08-23,MO,50503
2014-08-23,MS,63787
2014-08-23,MT,8536
2014-08-23,NC,387509
2014-08-23,ND,4273
2014-08-23,NE,24324
2014-08-23,NH,15218
2014-08-23,NJ,82820
2014-08-23,NM,65686
2014-08-23,NV,271351
2014-08-23,NY,368182
2014-08-23,OH,670609
2014-08-23,OK,176749
2014-08-23,OR,66090
2014-08-23,PA,420494
2014-08-23,SC,206148
2014-08-23,SD,16542
2014-08-23,TN,243205
2014-08-23,TX,2257448
2014-08-23,UT,137152
2014-08-23,VA,177358
2014-08-23,VT,10950
2014-08-23,WA,349878
2014-08-23,WI,181603
2014-08-23,WV,56980
2014-08-23,WY,4819
2014-08-24,AL,338372
2014-08-24,AR,63446
2014-08-24,AZ,474586
2014-08-24,CA,3318522
2014-08-24,CO,244782
2014-08-24,CT,315156
2014-08-24,DE,23355
2014-08-24,FL,1657529
2014-08-24,GA,863004
2014-08-24,IA,131405
2014-08-24,ID,54040
2014-08-24,IL,155087
2014-08-24,IN,318170
2014-08-24,KS,102067
2014-08-24,KY,90290
2014-08-24,LA,476494
2014-08-24,MA,88991
2014-08-24,MD,308231
2014-08-24,ME,47516
2014-08-24,MI,825648
2014-08-24,MN,35954
2014-08-24,MO,61219
2014-08-24,MS,77471
2014-08-24,MT,10103
2014-08-24,NC,487563
2014-08-24,ND,4114
2014-08-24,NE,23264
2014-08-24,NH,24199
2014-08-24,NJ,95617
2014-08-24,NM,75483
2014-08-24,NV,292809
2014-08-24,NY,448245
2014-08-24,OH,818167
2014-08-24,OK,223279
2014-08-24,OR,68593
2014-08-24,PA,534136
2014-08-24,SC,265439
2014-08-24,SD,17246
2014-08-24,TN,286549
2014-08-24,TX,2759263
2014-08-24,UT,162094
2014-08-24,VA,229325
2014-08-24,VT,14372
2014-08-24,WA,360626
2014-08-24,WI,217883
2014-08-24,WV,69803
2014-08-24,WY,5457
2014-08-25,AL,292643
2014-08-25,AR,67459
2014-08-25,AZ,478382
2014-08-25,CA,3095247
2014-08-25,CO,234093
2014-08-25,CT,264546
2014-08-25,DE,19563
2014-08-25,FL,1351066
2014-08-25,GA,661576
2014-08-25,IA,136513
2014-08-25,ID,54737
2014-08-25,IL,138794
2014-08-25,IN,291119
2014-08-25,KS,99985
2014-08-25,KY,74233
2014-08-25,LA,417021
2014-08-25,MA,73890
2014-08-25,MD,257206
2014-08-25,ME,40493
2014-08-25,MI,733348
2014-08-25,MN,36367
2014-08-25,MO,56104
2014-08-25,MS,67097
2014-08-25,MT,9930
2014-08-25,NC,405737
2014-08-25,ND,4878
2014-08-25,NE,26976
2014-08-25,NH,14421
2014-08-25,NJ,81146
2014-08-25,NM,72622
2014-08-25,NV,287437
2014-08-25,NY,376963
2014-08-25,OH,733991
2014-08-25,OK,197181
2014-08-25,OR,71133
2014-08-25,PA,460113
2014-08-25,SC,222800
2014-08-25,SD,14515
2014-08-25,TN,252201
2014-08-25,TX,2497689
2014-08-25,UT,175094
2014-08-25,VA,196022
2014-08-25,VT,11861
2014-08-25,WA,367758
2014-08-25,WI,208692
2014-08-25,WV,62063
2014-08-25,WY,4680
2014-08-26,AL,298375
2014-08-26,AR,64686
2014-08-26,AZ,510694
2014-08-26,CA,3114516
2014-08-26,CO,241693
2014-08-26,CT,283034
2014-08-26,DE,19498
2014-08-26,FL,1369954
